age,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality,gaming_intensity_index,online_social_ratio,gaming_screen_share,mental_burden_index,gender_Female,gender_Male,gender_Other
47.0,36899.0,3.84,12.0,6.0,6.3,5.17,0.85,9.0,7.2,10.0,3.29,5.27,87.4,86.39,4.98,0.33,0.23,0.31,0.13,0.26,7.1,13.0,254.0,1.94,4.0,1.0,316.17,1.0,0.03,8.42,7.58,32.9,5.81,3.84,3.83,44.0,5.0,3.7571428571428567,18.142857142857142,0.6609293182565718,8.733333333333333,1,0,0
56.0,83443.0,1.18,17.0,15.0,6.31,1.75,1.86,4.0,7.17,7.86,4.86,4.2,69.91,74.96,1.22,0.66,0.25,0.54,0.62,0.8,4.89,13.0,282.0,0.3,7.0,0.0,277.02,2.0,4.98,4.51,7.38,29.38,2.9,6.91,4.52,79.0,4.0,1.5414285714285714,20.142857142857142,0.4068964114150305,6.343333333333334,1,0,0
50.0,126733.0,2.88,30.0,1.0,7.92,3.76,1.43,1.0,3.57,1.27,6.21,6.41,65.7,68.0,2.45,0.82,0.08,0.82,0.48,0.45,8.67,25.0,296.0,3.39,4.0,1.0,1514.12,4.0,4.64,9.0,5.36,19.92,3.39,4.01,0.0,24.0,5.0,3.295714285714286,11.384615384615385,0.849557271517029,1.9466666666666665,0,1,0
38.0,32283.0,4.78,32.0,19.0,5.44,7.39,4.32,2.0,5.16,4.23,4.54,3.56,68.24,50.72,5.22,0.59,0.14,0.25,0.43,0.57,4.29,35.0,384.0,2.02,9.0,1.0,844.62,4.0,3.81,7.82,6.12,24.9,5.34,1.11,3.59,28.0,6.0,4.027142857142858,10.666666666666666,0.8951309185148093,3.796666666666667,0,1,0
23.0,58992.0,3.15,32.0,4.0,5.8,1.15,0.11,10.0,5.64,5.1,4.45,2.22,53.4,65.11,3.83,0.51,0.4,0.52,0.24,0.9,1.81,37.0,33.0,5.48,4.0,0.0,1014.19,3.0,6.25,3.26,3.97,24.93,7.39,8.56,3.79,89.0,9.0,2.5085714285714285,0.868421052631579,0.4262516337954487,6.913333333333333,1,0,0
47.0,44043.0,0.63,27.0,7.0,6.92,2.2,0.4,1.0,4.48,0.0,6.25,9.67,98.04,78.34,1.36,0.82,0.59,0.17,0.23,0.33,4.22,46.0,41.0,3.06,1.0,0.0,8.47,7.0,4.22,3.14,5.46,21.23,6.29,3.76,2.09,32.0,2.0,1.0528571428571427,0.8723404255319149,0.10015896658839958,1.8266666666666669,1,0,0
20.0,112097.0,2.32,5.0,6.0,5.85,0.23,1.08,3.0,6.69,6.85,8.41,6.11,88.39,81.98,1.32,0.34,0.46,0.05,0.67,0.87,1.6,37.0,87.0,0.46,3.0,0.0,78.74,2.0,6.54,3.48,6.82,27.63,5.15,5.73,2.45,49.0,10.0,1.8857142857142857,2.289473684210526,0.4504853494203204,5.513333333333333,1,0,0
58.0,18352.0,4.95,35.0,15.0,5.23,1.09,2.4,2.0,0.0,0.92,2.27,7.79,64.09,86.44,3.17,0.12,0.08,0.64,0.43,0.37,3.25,41.0,329.0,2.32,6.0,1.0,132.95,2.0,7.5,4.08,5.11,23.67,10.49,6.31,5.29,19.0,9.0,4.0,7.833333333333333,0.47187793404404826,0.9733333333333333,1,0,0
26.0,117801.0,1.08,11.0,18.0,6.0,0.41,1.23,3.0,5.69,8.21,6.77,6.91,60.05,67.31,0.81,0.07,0.56,0.3,0.78,0.17,0.55,40.0,348.0,0.61,0.0,1.0,750.35,9.0,5.5,4.21,5.33,22.89,6.02,6.31,2.1,93.0,6.0,0.85,8.487804878048781,0.17940196355449112,5.633333333333334,0,1,0
22.0,67202.0,4.07,22.0,20.0,7.2,1.03,0.43,1.0,4.25,6.2,4.61,6.11,82.07,75.92,3.24,0.35,0.56,0.61,0.23,0.2,6.28,13.0,88.0,0.73,8.0,0.0,65.14,2.0,2.2,1.64,4.94,23.1,11.24,2.29,2.28,12.0,5.0,3.8042857142857147,6.285714285714286,0.36209961191284595,3.8166666666666664,0,1,0
14.0,124147.0,2.17,24.0,2.0,7.84,0.92,1.45,9.0,5.24,6.21,5.93,6.21,90.86,68.97,3.38,0.34,0.13,0.53,0.57,0.47,5.09,40.0,497.0,3.02,4.0,1.0,476.28,6.0,4.82,7.44,6.33,24.21,4.25,6.75,2.3,29.0,5.0,2.277142857142857,12.121951219512194,0.5105881151557375,6.816666666666666,1,0,0
58.0,83866.0,6.14,39.0,12.0,7.88,5.42,1.78,10.0,3.25,3.35,3.41,6.16,49.29,65.66,4.43,0.04,0.22,0.57,0.43,0.55,9.21,46.0,369.0,1.14,3.0,1.0,1644.63,0.0,5.22,7.42,7.47,24.26,7.0,4.3,6.95,17.0,4.0,5.701428571428571,7.851063829787234,0.8771427318367525,5.533333333333334,0,1,0
21.0,85698.0,4.85,35.0,14.0,4.89,1.09,0.86,6.0,3.85,1.16,6.12,9.21,43.78,94.47,4.64,0.69,0.57,0.48,0.36,0.69,1.08,11.0,433.0,0.62,8.0,1.0,500.62,4.0,5.62,4.88,7.05,22.97,7.41,3.45,4.89,94.0,2.0,3.6185714285714283,36.083333333333336,0.6545208293494157,3.67,0,1,0
15.0,53635.0,2.45,18.0,14.0,5.96,1.18,0.24,2.0,2.88,7.84,4.59,3.27,68.35,70.35,2.98,0.72,0.07,0.3,0.52,0.8,6.85,15.0,379.0,1.46,9.0,0.0,50.05,10.0,1.39,6.02,5.75,18.62,3.88,4.91,3.9,6.0,9.0,2.7285714285714286,23.6875,0.6314431362259959,4.239999999999999,0,1,0
33.0,134336.0,3.78,25.0,9.0,6.87,2.03,3.71,2.0,4.89,6.46,5.74,7.81,49.95,86.23,2.03,0.95,0.72,0.1,0.44,0.53,3.59,38.0,187.0,4.1,5.0,1.0,234.37,7.0,5.55,7.33,5.95,23.73,5.21,1.87,3.46,83.0,5.0,3.2128571428571426,4.794871794871795,0.7255276918372952,4.45,0,1,0
38.0,50702.0,0.68,10.0,19.0,5.92,1.23,2.87,6.0,7.19,6.12,1.78,5.9,70.62,97.09,0.79,0.94,0.49,0.49,0.76,0.38,4.18,12.0,495.0,3.99,3.0,1.0,303.35,9.0,4.43,3.78,4.86,24.33,1.66,5.28,4.01,6.0,5.0,1.082857142857143,38.07692307692308,0.4096383074468028,6.436666666666667,0,1,0
20.0,102701.0,12.39,5.0,12.0,6.8,2.46,0.26,4.0,6.12,5.67,9.19,5.5,67.21,78.32,8.68,0.32,0.21,0.47,0.86,0.21,1.55,49.0,3.0,3.26,8.0,1.0,1803.09,4.0,4.38,8.41,6.04,18.88,14.75,8.74,8.96,39.0,4.0,9.071428571428571,0.06,0.8399999430508513,5.263333333333333,0,1,0
14.0,139659.0,1.54,23.0,11.0,7.43,0.16,2.76,9.0,4.62,3.36,6.34,5.44,70.78,65.79,1.83,0.55,0.25,0.04,0.45,0.49,5.96,17.0,168.0,3.42,7.0,0.0,69.22,6.0,3.98,7.13,7.37,25.38,2.92,4.58,5.4,11.0,9.0,1.9514285714285715,9.333333333333334,0.5273970796585343,5.66,1,0,0
18.0,96919.0,2.4,26.0,10.0,5.59,1.69,1.46,6.0,8.61,0.31,6.69,5.24,79.49,54.24,2.87,0.49,0.57,0.18,0.24,0.89,2.0,8.0,168.0,4.92,5.0,0.0,57.51,4.0,7.28,4.86,3.66,23.44,3.36,9.28,4.09,30.0,10.0,2.0,18.666666666666668,0.7142855017007436,4.973333333333334,0,0,1
40.0,130370.0,11.38,10.0,15.0,7.32,3.94,0.16,5.0,6.21,3.7,6.82,6.92,74.03,74.3,8.92,0.14,0.18,0.04,0.8,0.49,7.34,12.0,189.0,2.22,8.0,1.0,467.93,2.0,3.12,0.0,4.32,17.55,12.4,6.33,5.96,38.0,4.0,9.177142857142858,14.538461538461538,0.9177418614724306,4.97,0,0,1
41.0,48333.0,2.57,22.0,4.0,6.75,1.96,1.76,2.0,5.58,1.84,4.45,5.14,59.33,73.51,1.0,0.86,0.17,0.22,0.73,0.9,5.74,18.0,463.0,2.65,3.0,1.0,245.97,7.0,5.1,3.49,8.34,26.17,3.68,4.77,4.9,25.0,5.0,2.6557142857142857,24.36842105263158,0.6983693754431044,3.14,1,0,0
38.0,90720.0,13.450699999999996,17.0,19.0,7.97,4.17,0.56,9.0,7.48,3.33,7.22,6.63,83.79,69.53,10.0,0.54,0.65,0.67,0.48,0.73,1.49,47.0,97.0,2.66,4.0,0.0,298.48,2.0,5.11,6.12,6.77,22.79,19.66,4.37,6.49,86.0,3.0,9.820499999999996,2.0208333333333335,0.6841657841217809,6.603333333333334,0,1,0
37.0,39926.0,4.45,21.0,16.0,9.93,0.14,0.83,1.0,5.34,4.54,4.17,5.44,66.52,52.73,1.55,0.35,0.16,0.04,0.48,0.3,11.15,34.0,187.0,2.61,0.0,1.0,1155.72,1.0,6.03,4.78,8.64,24.11,9.69,1.35,4.29,8.0,6.0,4.771428571428571,5.3428571428571425,0.4592362787165864,3.6266666666666665,0,1,0
24.0,31603.0,2.3,11.0,4.0,5.03,3.78,3.56,3.0,2.93,6.16,5.82,3.73,71.59,79.32,1.75,0.85,0.53,0.63,0.39,0.35,10.87,25.0,354.0,0.78,4.0,0.0,221.53,10.0,5.15,7.57,4.5,25.89,7.01,3.47,3.1,64.0,3.0,3.1957142857142853,13.615384615384615,0.32810266360874984,4.03,0,1,0
17.0,12479.0,7.07,32.0,6.0,7.09,5.49,2.54,2.0,4.41,3.52,4.6,8.66,86.92,59.91,5.79,0.4,0.21,0.21,0.67,0.54,6.34,38.0,392.0,1.64,8.0,1.0,307.05,3.0,6.47,3.41,5.46,20.62,10.14,7.49,0.0,64.0,10.0,5.9557142857142855,10.051282051282051,0.6972385900159181,3.31,1,0,0
46.0,142624.0,2.04,2.0,1.0,7.28,9.150100000000021,6.41,10.0,1.24,5.88,8.37,10.0,57.94,79.3,0.0,0.31,0.16,0.19,0.65,0.72,0.72,5.0,13.0,0.76,7.0,1.0,140.84,9.0,3.33,5.55,6.45,22.47,5.93,5.93,1.92,0.0,10.0,1.56,2.1666666666666665,0.3440134327127432,5.706666666666667,1,0,0
49.0,140879.0,1.42,37.0,7.0,8.8,1.72,2.95,2.0,7.38,4.15,8.28,7.26,74.56,74.84,1.24,0.27,0.33,0.29,0.64,0.69,2.32,39.0,457.0,6.39,10.0,1.0,173.07,1.0,4.45,1.58,3.0,23.73,3.51,2.63,0.11,64.0,6.0,1.3457142857142856,11.425,0.40455828929963267,4.510000000000001,1,0,0
27.0,70266.0,7.51,18.0,18.0,7.31,2.46,0.99,9.0,4.39,0.0,9.65,3.89,48.49,32.28,5.23,0.79,0.1,0.49,0.79,0.5,18.86,43.0,444.0,1.53,3.0,1.0,564.93,4.0,4.77,6.91,7.51,32.02,10.36,2.63,3.09,33.0,7.0,8.058571428571428,10.090909090909092,0.7249034049321038,4.463333333333334,0,1,0
56.0,60633.0,4.1,2.0,20.0,6.02,0.46,0.38,2.0,6.84,5.29,4.38,7.15,86.44,76.83,3.42,0.83,0.31,0.18,0.69,0.7,5.83,44.0,133.0,1.31,8.0,0.0,824.71,1.0,7.85,5.14,5.37,26.08,5.03,6.1,3.61,41.0,5.0,3.761428571428571,2.9555555555555557,0.8151091818868424,4.71,1,0,0
48.0,94455.0,6.6,20.0,18.0,3.92,3.99,0.11,9.0,2.26,7.22,5.44,8.6,78.23,41.45,4.91,0.66,0.63,0.45,0.54,0.54,19.98,21.0,375.0,1.16,0.0,0.0,5.1298,2.0,3.12,8.38,3.74,26.04,7.07,4.73,6.17,18.0,1.0,7.568571428571429,17.045454545454547,0.9335217915810761,6.16,1,0,0
27.0,86749.0,4.75,16.0,1.0,5.73,0.79,0.19,6.0,7.1,6.32,7.04,3.55,75.46,44.66,2.44,0.16,0.23,0.35,0.54,0.37,2.87,24.0,226.0,1.3,2.0,1.0,72.22,0.0,6.14,5.91,8.15,19.27,6.8,5.59,1.24,7.0,6.0,3.802857142857143,9.04,0.6985293090398075,6.473333333333334,0,1,0
55.0,63892.0,1.32,6.0,5.0,4.2,2.17,0.19,3.0,4.01,8.97,4.69,4.58,67.18,58.39,1.79,0.24,0.35,0.41,0.72,0.54,3.25,4.0,389.0,1.27,6.0,1.0,219.85,10.0,6.49,4.78,5.36,27.87,3.19,7.66,7.34,35.0,7.0,1.4071428571428573,77.8,0.41379297373261015,5.326666666666667,1,0,0
35.0,17180.0,3.55,5.0,23.0,8.16,1.31,1.88,10.0,5.55,8.42,7.09,5.82,78.01,61.05,3.32,0.86,0.17,0.55,0.51,0.56,1.82,46.0,484.0,2.31,5.0,1.0,801.24,1.0,8.01,5.09,5.61,22.37,3.98,5.2,6.51,53.0,9.0,2.795714285714286,10.297872340425531,0.8919595748845288,7.989999999999999,0,1,0
18.0,48702.0,4.14,13.0,13.0,5.13,0.3,1.66,9.0,10.0,5.78,7.02,3.62,48.22,60.45,3.46,0.26,0.16,0.68,0.52,0.1,17.24,7.0,289.0,0.9,0.0,0.0,609.52,7.0,6.78,4.0,3.1,26.2,5.01,4.14,3.03,93.0,4.0,5.42,36.125,0.8263471404496725,8.26,0,1,0
58.0,126602.0,0.79,31.0,3.0,6.76,1.1,3.68,5.0,3.72,6.37,7.93,9.49,100.0,100.0,2.06,0.56,0.12,0.32,0.62,0.7,2.12,42.0,43.0,4.32,5.0,1.0,100.9,9.0,7.62,3.53,1.87,22.48,8.47,2.6,1.53,64.0,9.0,0.8671428571428572,1.0,0.09327035498579045,5.03,1,0,0
56.0,63399.0,6.93,3.0,23.0,4.92,0.26,3.37,8.0,0.43,10.0,10.0,4.49,64.08,59.14,4.75,0.38,0.21,0.12,0.9,0.66,1.85,28.0,180.0,0.74,1.0,1.0,406.05,10.0,5.11,4.96,6.06,23.67,8.06,3.98,6.11,19.0,9.0,5.214285714285714,6.206896551724138,0.8598013821586374,6.1433333333333335,1,0,0
55.0,33956.0,3.52,8.0,4.0,5.62,6.64,0.76,1.0,5.55,5.8,0.74,5.62,90.16,83.39,3.83,0.58,0.26,0.12,0.78,0.45,3.86,11.0,37.0,1.68,10.0,1.0,488.02,6.0,7.97,4.56,6.88,31.37,7.2,5.17,5.0,30.0,1.0,3.065714285714286,3.0833333333333335,0.48888882098766373,4.116666666666666,0,1,0
57.0,88089.0,1.0,16.0,7.0,8.29,0.04,0.28,10.0,6.85,4.64,6.52,8.02,64.82,72.92,1.68,0.58,0.1,0.14,0.29,0.46,1.61,35.0,361.0,1.86,7.0,1.0,576.82,7.0,7.16,7.23,7.1,20.61,10.83,6.37,5.38,40.0,2.0,0.9442857142857143,10.027777777777779,0.09233609489048063,7.163333333333333,1,0,0
33.0,140442.0,2.97,22.0,24.0,7.87,0.29,0.36,7.0,6.28,5.16,4.99,7.81,78.69,59.57,3.5,0.4,0.04,0.18,0.83,0.85,12.83,26.0,361.0,0.54,6.0,1.0,186.2,6.0,5.56,7.68,5.98,29.89,7.56,2.22,8.56,93.0,6.0,3.954285714285714,13.37037037037037,0.3928570908919192,6.146666666666667,1,0,0
35.0,62666.0,4.28,14.0,23.0,8.96,0.8,1.03,10.0,6.75,4.59,7.51,10.0,100.0,63.39,4.92,0.58,0.28,0.45,0.54,0.19,3.53,48.0,254.0,4.47,8.0,0.0,1621.5,7.0,7.11,6.71,4.76,25.46,11.16,4.03,6.39,7.0,6.0,3.561428571428572,5.183673469387755,0.38351251043794715,7.113333333333333,1,0,0
55.0,7136.0,2.19,20.0,6.0,3.98,3.39,0.86,3.0,4.7,7.53,3.91,5.54,73.01,71.35,1.77,0.39,0.17,0.4,0.49,0.69,4.0,46.0,95.0,1.72,3.0,0.0,608.93,9.0,4.67,5.47,3.69,33.44,3.1,8.66,7.77,25.0,8.0,2.1357142857142857,2.021276595744681,0.7064513850156822,5.076666666666667,0,1,0
28.0,146348.0,2.27,15.0,21.0,6.02,0.02,0.38,2.0,8.43,2.75,2.0,5.8,55.56,15.76,1.23,0.44,0.15,0.63,0.51,0.55,3.51,47.0,341.0,5.45,6.0,0.0,628.26,3.0,5.2,2.89,4.34,33.05,7.72,7.43,1.48,80.0,10.0,2.1228571428571428,7.104166666666667,0.2940414126889362,4.3933333333333335,0,1,0
59.0,17885.0,3.56,1.0,4.0,7.37,0.39,5.77,4.0,3.47,5.11,7.06,6.2,61.72,66.5,2.65,0.36,0.04,0.22,0.67,0.45,5.12,46.0,422.0,3.47,9.0,0.0,29.31,5.0,6.88,6.13,6.05,25.43,4.97,4.11,4.09,98.0,2.0,3.2742857142857145,8.97872340425532,0.7162976425960478,4.193333333333333,0,1,0
27.0,64834.0,3.01,34.0,10.0,5.65,0.68,0.92,3.0,5.61,1.75,7.72,6.49,73.15,78.02,3.87,0.37,0.33,0.64,0.46,0.75,2.28,14.0,225.0,4.07,4.0,1.0,2265.97,7.0,6.71,7.5,8.01,36.52,5.1,9.61,7.01,11.0,8.0,2.4757142857142855,15.0,0.590195962706674,3.453333333333333,1,0,0
37.0,94472.0,3.24,1.0,21.0,6.78,2.51,2.52,9.0,3.4,5.01,8.79,7.57,65.2,81.79,4.38,0.35,0.06,0.46,0.96,0.33,2.13,40.0,269.0,0.65,9.0,0.0,384.43,7.0,5.63,5.33,1.85,20.84,6.17,6.89,5.73,98.0,10.0,2.6185714285714288,6.560975609756097,0.525121470806893,5.803333333333334,0,1,0
48.0,128538.0,3.26,20.0,1.0,6.23,0.68,6.83,7.0,8.42,3.28,6.73,6.6,81.06,96.54,2.96,0.56,0.27,0.15,0.17,0.63,2.18,12.0,53.0,1.36,4.0,0.0,1895.31,10.0,4.64,5.04,2.34,17.89,4.4,6.13,0.0,61.0,9.0,2.6399999999999997,4.076923076923077,0.7409089225206993,6.233333333333333,1,0,0
23.0,17775.0,1.6,22.0,13.0,7.3,3.07,0.28,1.0,7.62,3.0,7.32,8.92,73.34,49.64,0.23,0.47,0.07,0.36,0.58,0.15,19.46,46.0,246.0,0.82,7.0,1.0,181.36,3.0,5.89,5.85,7.73,29.56,6.22,6.15,5.23,4.0,10.0,3.922857142857143,5.23404255319149,0.2572346853320442,3.8733333333333335,0,1,0
27.0,55348.0,4.82,36.0,14.0,5.31,3.4,0.9,9.0,8.03,0.8,6.28,3.24,72.51,68.86,3.43,0.31,0.38,0.82,0.22,0.61,6.98,15.0,98.0,2.65,1.0,0.0,27.82,4.0,4.27,2.37,3.3,29.14,8.22,5.66,2.8,90.0,9.0,4.44,6.125,0.5863746245286345,5.9433333333333325,0,1,0
16.0,53916.0,1.47,11.0,3.0,5.25,0.37,3.43,9.0,2.66,0.39,4.26,5.0,40.65,53.15,1.79,0.23,0.12,0.35,0.5,0.42,18.85,44.0,452.0,2.0,3.0,0.0,1014.09,8.0,3.71,0.29,9.88,26.41,6.37,6.71,6.77,13.0,9.0,3.7428571428571433,10.044444444444444,0.2307691945417277,4.016666666666667,1,0,0
33.0,115442.0,6.1,38.0,11.0,7.69,0.96,1.91,2.0,5.39,8.57,6.26,7.82,86.34,47.13,4.03,0.56,0.16,0.64,0.73,0.66,2.45,3.0,181.0,0.89,5.0,0.0,58.31,9.0,3.32,4.93,5.92,30.87,11.0,5.4,5.82,23.0,9.0,4.707142857142857,45.25,0.554545404132236,5.32,0,1,0
25.0,26509.0,0.37,1.0,11.0,8.96,0.62,2.51,9.0,3.92,6.78,7.2,5.26,69.41,85.94,0.0,0.54,0.1,0.37,0.78,0.62,3.59,40.0,110.0,0.76,2.0,0.0,700.63,2.0,4.63,5.02,6.1,19.45,2.1,5.5,1.94,18.0,9.0,0.777142857142857,2.682926829268293,0.17619039229028938,6.566666666666666,1,0,0
34.0,47708.0,2.24,1.0,4.0,8.71,0.31,0.77,3.0,4.75,3.4,7.33,8.36,78.84,84.09,0.68,0.38,0.25,0.58,0.47,0.56,8.56,5.0,213.0,2.35,5.0,0.0,6.11,2.0,2.2,6.13,5.6,32.15,9.5,5.57,1.75,19.0,4.0,2.822857142857143,35.5,0.23578944886426859,3.716666666666667,0,1,0
31.0,27253.0,2.36,7.0,10.0,9.56,9.1,2.74,4.0,5.91,0.0,7.05,6.56,86.66,95.42,1.79,0.81,0.49,0.29,0.29,0.15,6.24,7.0,115.0,3.32,8.0,0.0,488.36,4.0,1.7,5.96,5.85,26.15,4.65,1.69,7.83,68.0,6.0,2.577142857142857,14.375,0.5075267725748875,3.3033333333333332,1,0,0
46.0,93465.0,0.97,19.0,10.0,4.88,0.2,4.9,6.0,4.89,6.07,3.32,4.02,57.47,63.47,2.09,0.12,0.12,0.07,0.21,0.31,2.17,11.0,428.0,0.58,5.0,1.0,125.16,2.0,3.77,2.9,4.66,24.76,4.6,5.27,4.49,7.0,2.0,1.002857142857143,35.666666666666664,0.21086951937619144,5.653333333333333,0,1,0
26.0,121148.0,2.55,22.0,0.0,9.85,3.44,0.45,4.0,5.49,10.0,8.12,7.51,78.01,76.04,2.28,0.42,0.25,0.3,0.89,0.24,7.89,3.0,498.0,2.17,5.0,1.0,1461.97,9.0,6.87,6.49,6.53,23.59,7.17,4.44,4.63,19.0,3.0,2.948571428571429,124.5,0.3556484859625542,6.496666666666667,0,1,0
16.0,12396.0,0.51,17.0,4.0,8.24,0.8,0.2,5.0,2.42,5.53,7.85,4.82,59.53,78.23,0.89,0.86,0.53,0.45,0.82,0.2,1.82,3.0,413.0,5.33,0.0,1.0,11.46,6.0,5.0,5.24,8.12,23.36,1.66,2.22,5.89,66.0,6.0,0.6242857142857143,103.25,0.3072287305851021,4.316666666666666,0,1,0
58.0,99617.0,5.41,32.0,11.0,7.82,1.91,8.43,3.0,3.08,4.16,8.98,3.88,85.94,66.92,4.2,0.34,0.31,0.46,0.45,0.58,5.19,24.0,5.0,0.75,6.0,0.0,62.52,8.0,7.04,7.1,4.45,25.74,10.29,6.74,1.99,16.0,5.0,4.605714285714286,0.2,0.5257531073126233,3.4133333333333336,0,1,0
39.0,44303.0,5.22,33.0,2.0,7.06,1.98,1.68,4.0,4.35,4.93,2.43,5.74,28.69,81.68,2.56,0.45,0.19,0.36,0.66,0.37,6.32,22.0,24.0,2.07,5.0,1.0,44.13,9.0,7.0,2.69,4.02,24.92,8.67,7.12,5.98,47.0,3.0,4.631428571428572,1.0434782608695652,0.6020760551238691,4.426666666666667,0,1,0
41.0,73717.0,7.12,3.0,18.0,8.03,0.94,0.05,4.0,9.04,6.26,5.25,5.82,58.69,55.01,5.13,0.72,0.26,0.29,0.33,0.35,19.98,15.0,12.0,2.96,1.0,1.0,257.26,3.0,5.43,5.92,4.88,26.32,9.95,5.43,4.39,76.0,9.0,7.9399999999999995,0.75,0.7155778175298677,6.433333333333333,0,1,0
59.0,54349.0,3.73,27.0,1.0,6.17,0.57,1.8,3.0,3.27,1.5,4.16,7.47,54.9,86.52,4.27,0.09,0.2,0.21,0.5,0.27,6.14,27.0,288.0,2.11,4.0,1.0,799.54,8.0,4.36,2.33,6.66,23.38,8.41,4.91,3.39,14.0,9.0,3.5414285714285714,10.285714285714286,0.44351956676342846,2.59,1,0,0
40.0,69668.0,2.55,2.0,18.0,7.85,5.89,3.63,10.0,7.42,4.45,6.05,1.56,97.89,93.38,1.18,0.13,0.08,0.59,0.17,0.59,5.3,9.0,15.0,0.37,2.0,0.0,1069.71,4.0,6.27,7.09,5.02,24.29,15.37,4.99,8.52,91.0,6.0,2.5785714285714287,1.5,0.1659076014373714,7.29,0,1,0
47.0,97737.0,0.59,20.0,0.0,8.15,8.3,9.15,2.0,3.79,5.38,4.75,5.95,96.58,44.41,0.0,0.81,0.12,0.44,0.53,0.54,2.37,6.0,30.0,2.3,1.0,0.0,566.12,5.0,5.6,5.01,6.54,25.37,1.73,3.82,4.64,18.0,5.0,0.76,4.285714285714286,0.3410402652946443,3.723333333333333,1,0,0
20.0,41828.0,3.81,12.0,20.0,8.12,0.91,0.77,9.0,4.06,2.27,6.0,4.09,84.01,97.24,2.11,0.6,0.05,0.46,0.54,0.62,14.26,32.0,235.0,4.66,1.0,0.0,118.88,10.0,2.6,5.65,7.09,23.9,7.94,5.86,5.69,65.0,1.0,4.758571428571429,7.121212121212121,0.47984880606438207,5.11,1,0,0
28.0,128401.0,5.04,35.0,15.0,7.69,6.03,1.03,2.0,4.74,1.03,5.5,4.83,69.4,49.04,4.61,0.81,0.25,0.47,0.57,0.35,2.43,46.0,307.0,0.67,2.0,0.0,53.19,6.0,6.8,5.97,8.45,19.02,10.82,4.48,4.39,10.0,10.0,3.947142857142857,6.531914893617022,0.4658040234931587,2.5900000000000003,1,0,0
54.0,45724.0,4.04,36.0,4.0,6.4,0.02,0.46,3.0,4.33,4.78,9.51,7.44,94.95,61.54,1.85,0.76,0.13,0.45,0.82,0.28,8.13,36.0,122.0,2.31,9.0,1.0,1083.81,6.0,2.78,2.29,6.78,22.62,5.59,3.21,6.34,72.0,5.0,4.047142857142857,3.2972972972972974,0.7227190120359549,4.036666666666666,1,0,0
48.0,73703.0,7.2,28.0,9.0,6.46,1.32,1.56,10.0,2.76,3.47,1.39,4.95,64.16,54.14,5.48,0.63,0.23,0.45,0.56,0.22,4.05,41.0,252.0,1.96,1.0,1.0,257.91,2.0,5.57,8.11,8.75,23.19,11.38,5.03,0.0,31.0,5.0,5.721428571428571,6.0,0.6326888723471993,5.41,1,0,0
42.0,94196.0,1.84,29.0,18.0,6.47,2.17,0.57,8.0,3.78,4.84,3.57,4.76,59.71,61.72,0.58,0.44,0.14,0.2,0.64,0.48,6.63,48.0,42.0,1.31,0.0,0.0,19.11,8.0,6.93,8.99,4.57,21.02,8.72,8.29,2.46,38.0,1.0,2.2614285714285716,0.8571428571428571,0.21100915011362958,5.539999999999999,1,0,0
30.0,107320.0,3.91,15.0,14.0,8.45,0.02,0.9,6.0,3.9,3.3,5.32,6.44,81.63,76.43,4.02,0.47,0.47,0.16,0.9,0.53,1.87,1.0,8.0,1.19,7.0,0.0,1501.37,6.0,10.0,9.26,7.14,23.66,8.88,3.13,1.48,77.0,8.0,3.06,4.0,0.44031526573026286,4.3999999999999995,1,0,0
14.0,126227.0,2.56,34.0,17.0,6.68,1.62,0.12,2.0,5.1,3.97,1.24,4.52,32.62,76.86,2.7,0.09,0.29,0.12,0.53,0.23,5.39,21.0,301.0,3.27,0.0,0.0,141.0,9.0,4.43,6.03,6.78,23.81,5.17,7.88,5.34,85.0,10.0,2.5985714285714288,13.681818181818182,0.495164314281564,3.69,1,0,0
25.0,48834.0,2.84,36.0,5.0,4.3,0.61,5.43,9.0,2.25,4.33,3.59,6.89,79.39,73.16,2.04,0.21,0.06,0.39,0.39,0.13,5.87,23.0,19.0,2.22,2.0,0.0,1372.98,7.0,6.99,3.23,5.75,23.88,5.41,8.2,4.4,90.0,9.0,2.867142857142857,0.7916666666666666,0.5249536922451585,5.193333333333333,0,1,0
16.0,148698.0,6.63,23.0,2.0,9.24,0.17,6.39,1.0,3.47,10.0,7.84,9.42,52.78,53.6,5.6,0.63,0.37,0.22,0.76,0.24,5.96,25.0,306.0,0.21,7.0,0.0,599.01,3.0,4.83,7.87,7.0,27.33,9.07,2.6,5.4,64.0,10.0,5.587142857142857,11.76923076923077,0.730981176297555,4.823333333333333,1,0,0
